title,category,datetime_string,text 
Pros And Cons Of Genetic Testing For Ancestry,Infographic,2018-10-26T11:45:00-05:00,"The popularity of DNA testing for ancestry by companies like 23andMe and AncestryDNA has skyrocketed in recent years as people seek to know more about their pasts, but critics warn of unintended consequences. The Onion looks at the pros and cons of genetic testing for ancestry."
"Explosive Device Found In Mail Sent To Biden, Obama",American Voices,2018-10-25T15:35:00-05:00,"The Secret Service revealed that it found explosive devices in mail sent to former President Barack Obama and former Secretary of State Hillary Clinton as well as Joe Biden, CNN, and liberal philanthropist George Soros. What do you think?"
‘Red Dead Redemption 2’ Released,American Voices,2018-10-26T16:59:00-05:00,"The highly anticipated new installment of the popular Red Dead Redemption series, hailed by some reviewers as the most realistic open-world video game ever made, went on sale today. What do you think?"
Sunday School Teacher Can Already Tell Which Ones Going To Hell,News in Brief,2018-10-28T10:00:00-05:00,"LANGHORNE, PA—Saying that she could sense Satan within them the moment they walked through the door, Sunday school teacher Elizabeth Reath told reporters this weekend that she could already tell which of her students at First Baptist Church of Langhorne were going to Hell. “At this point in my career, I can tell just by looking at them which ones will be saved and which ones will be damned to burn in fire and brimstone for all eternity,” said Reath, emphasizing that within minutes of getting to know each of her 20 students, she had already isolated the 8-year-olds who had been marked by the Devil and had “placed her bets” on the ones that seemed destined to be banished to the Inferno later in life. “By the time they get to me, it’s way past the point where I can just pray for them and save them from their final judgment day. I mean, half the kids in this class have had at least one parent who will end up in Hell. At this point, they may as well just surrender themselves to Satan.” At press time, a visibly disappointed Reath had reprimanded one of her star pupils for interrupting class after being possessed by a demon."
Buzz Aldrin Recalls How Easy It Was Getting To The Moon,News in Brief,2018-10-26T10:44:00-05:00,"SATELLITE BEACH, FL—Referring to the Apollo 11 spaceflight and lunar landing as a “walk in the park,” astronaut Buzz Aldrin recalled Friday the relative ease with which he and fellow astronauts Neil Armstrong and Michael Collins reached the moon during heir 1969 mission. “We wore special suits and so on, as I’m sure you know, but in essence we kind of just boarded the rocket and pressed the requisite buttons, and it was pretty much smooth sailing from there. I guess I got a little nauseous during takeoff, but it wasn’t too bad. After a few days sitting in the rocket, we were there,” said Aldrin, admitting that he napped through most of the trip and that Armstrong had to wake him up in time to pilot the lunar module down to the Sea of Tranquility. “The scientists did most of the hard work, if I’m honest, and I floated around and ate snacks to pass the time. If you’ve ever taken a flight from New York to L.A., it’s about the same thing.” Aldrin conceded that it was “kind of tough” to take communion in low-gravity conditions."
Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’,News In Photos,2018-10-26T12:00:00-05:00,Advertisement
Slug Just Taking It Easy Today,News In Photos,2018-10-27T09:00:00-05:00,Advertisement
"The Week In Pictures – Week Of October 29, 2018",Slideshow,2018-10-29T08:00:00-05:00,Advertisement
Will The Pacers Ever Be Able To Return To The Glory Of Their 2004 Brawl With Fans?,,,
The School Bus: Is It Coming For Our Kids?,Sunday Magazine,2018-10-26T09:59:00-05:00,Advertisement
Does Amari Cooper’s Experience Playing Under A Terrible Head Coach Make Him A Perfect Fit For The Cowboys?,,,
"Mohawked, Aviator-Wearing Robert De Niro Idles Cab Outside Suspected Bomb-Maker’s Home",News In Photos,2018-10-25T13:55:00-05:00,Advertisement
Saudis Tout Hundreds Of Yemeni Lives Saved By Spending So Much Time Focused On Killing Khashoggi,News in Brief,2018-10-26T12:03:00-05:00,"RIYADH—Championing the brutal murder and dismemberment of the journalist as a humanitarian effort, Saudi crown prince Mohammed bin Salman on Friday reportedly touted the hundreds of Yemeni lives saved by the Saudis’ spending so much time focused on killing Jamal Khashoggi. “I can now confirm that the death of Mr. Khashoggi was planned meticulously and far in advance, sparing untold numbers of Yemeni civilians who we didn’t have the time or resources to slaughter,” said bin Salman, describing the lifesaving efforts of the Saudi leadership to concentrate weeks of careful planning on the murder of a single journalist and subsequent cover-up rather than annihilating a large, indiscriminate group of Yemeni people. “We were so determined to pull off this murder that we took our best trained killers off Yemeni jobs to be in the death squad that we sent to the Turkish embassy. Plus, we were so preoccupied with how to ensure that his death was painful that we weren’t spending any time plotting how to cause the most horrendous massacres possible, allowing scores of Yemenis attending weddings or traveling on school field trips to survive. Our focus on killing Mr. Khashoggi has granted hundreds of Yemenis the gift of life.” The crown prince added that the Saudis were prepared to save the lives of even more Yemenis if they could reallocate their resources to inflict mass starvation and a cholera epidemic on a few dissident journalists instead."
Report: Logan’s Mom Put Him On A Diet,News in Brief,2018-10-26T11:40:00-05:00,"TERRE HAUTE, IN—Noting the dramatic change in snacks and beverages made available at the Pisinski household, sleepover sources confirmed Friday that Logan’s mom had put him on a diet. “He’s not allowed to have any soda or candy, plus his mom put all the bags of chips way up high in the pantry so he can’t reach them,” said Jesse Weir, adding that while he and the other guests ate pepperoni pizza, Logan was served a green salad with a fat-free dressing and was offered the choice between a rice cake topped with cottage cheese or an apple for dessert. “He’s got a whole section in the refrigerator labeled ‘Logan’s Snacks’ and there’s nothing good in there, just carrots and celery sticks. When Mrs. Pisinski caught Logan eating some M&Ms that Kevin brought, she made him spit them out in the trash, so it’s a pretty big deal.” Weir added that he probably wouldn’t be going back over to Logan’s house for a while after Mrs. Pisinski told them they couldn’t play video games and should instead all go outside to get some exercise."
Trump Boys Smash Father’s Cell Phone To Search For Chinese Spies,News in Brief,2018-10-26T14:04:00-05:00,"WASHINGTON—Eric and Donald Trump Jr. reportedly smashed their father’s cell phone Friday to search for Chinese spies, shouting demands that the tiny operatives come out of the receiver with their hands up. “When we heard all these little Chinese guys snuck into our dad’s phone and started listening to all the things he talks about, we knew we had to find out wherever they’ve been hiding,” said Donald Jr. moments before bringing a hammer down on their dad’s iPhone and taking turns stomping on the shards with his brother to “smoosh the little imbisible spies [sic].” “Now they gotta stop taking secret stuff. And they’ll never ever break out of this jar jail we made for them—even if we did poke holes in the top part so they could breath. Dad’s gonna be so proud when we show him!”At press time, an exhausted Eric and Donald Jr. were taking a break from a lengthy session of interrogating the badly broken fragment of their father’s phone."
CDC Introduces ‘Raw Dog’ The STI Pup To Educate Children About The Dangers Of Unprotected Sex,News,2018-10-26T12:51:00-05:00,"ATLANTA—In an effort to introduce the subject in a fun and kid-friendly way, the Centers for Disease Control and Prevention announced Friday the launch of its new “Raw Dog the STI Pup” campaign, which warns young children about the dangers of unprotected sex."
Parents Honor Beloved Dead Grandmother By Naming Baby ‘GamGam’,News In Photos,2018-10-29T09:53:00-05:00,Advertisement
‘Kavanaugh Effect’ More Likely To Benefit Democrats Than Republicans,American Voices,2018-10-26T11:16:00-05:00,A USA TODAY/Suffolk University poll found that voters swayed by the Brett Kavanaugh confirmation process became more likely to vote Democrat than Republican. What do you think?
Midterms 2018: Gubernatorial Races To Watch,Infographic,2018-10-24T11:59:00-05:00,"There are 36 governor seats up for election in the 2018 midterms, as Democrats seek to make up ground against the Republicans, who currently control two-thirds of the posts nationwide. The Onion presents a guide to the most important gubernatorial races in 2018."
Romantic Prince Harry Surprises Meghan Markle With Family’s Heirloom Colony,News in Brief,2018-10-25T11:44:00-05:00,"PITCAIRN ISLANDS—Excited at the prospect of gifting the prized relic to his beloved new spouse, a romantic Prince Harry reportedly surprised Meghan Markle Thursday with one of his family’s heirloom colonies. “I’m so in love with Meghan that I knew I wanted to do something truly special for her, just because. I know it may not be as big as some of our other colonies, but it is one of our oldest and most beautiful remnants of the British Empire,” said the prince, beaming as he watched his wife gaze at a framed photo of the immaculately preserved volcanic island that belonged to the family since 1838, but had become mostly decorative after over a century without use. “I really think Meghan will get some actual use out of the island after so many years of it just sitting there gathering dust. It would have been lovely to give her the Falklands, but William already gave them to Kate after their wedding. Still, I know Meghan’s going to adore having the colony—it even comes with several of its own subjects.” At press time, Prince Harry was wistfully lamenting that he never got a chance to give Meghan either Australia or Belize."
"Report: Just 2 More Days And You Can Forget All Of This, Vanish Into ‘Red Dead Redemption 2’",News in Brief,2018-10-24T12:15:00-05:00,"PHILADELPHIA—Assuring you that you’re tantalizingly close to being able to slough off the various horrors of the world around you upon the video game’s Friday release, a report published Wednesday stated that just two more days and you can forget all of this and vanish into Red Dead Redemption 2. “Less than 48 hours from now, you’ll be able to let your mind go blank, push all your troubles away, and immerse yourself in the sweet oblivion of the Old West,” read the Drexel University report in part, encouraging you to look forward to that blissful moment in your near future when you’ll be able to close your computer, turn off your phone, place your new copy of Red Dead Redemption 2 in your Xbox One or PlayStation 4, and spend as much time as you want exploring life as a gunslinger in an expansive, open-world environment. “Furthermore, you’re on the cusp of being able to focus 100 percent of your energies into the travails of the Van der Linde gang and ignore all of the terrible news coming out every day, not to mention your lackluster financial situation, unsatisfying employment, and stagnant love live. Just tune it all out and drift into the fantasy world of Red Dead Redemption 2, where you can shoot all your problems away. It’s so close, you can almost taste it. Only two more days and it’ll all be over.” The report concluded by recommending that you should sit back and bask in the inner peace that the game will bring you, and you should not rush through it, because you don’t even want to know the kinds of terrible things that await you once you’ve emerged from Red Dead Redemption 2 back into this cruel fucking world."
Study Finds Effectiveness Of Medical Treatment Skyrockets When Doctor Acts Like Condescending Dick,News in Brief,2018-10-25T11:53:00-05:00,"BALTIMORE—A study published Thursday by researchers at Johns Hopkins University found that the effectiveness of medical treatment skyrockets when the doctor acts like a condescending dick. “Our research proves that a patient’s long-term prognosis is directly and positively tied to having an MD who is an unrepentant, patronizing asshole,” said lead researcher Dr. Bethany Frey, adding that sick patients whose physician waves away their concerns with a brusk, “You’re not the medical professional, I am,” saw a 30 percent increase in survival rates and fewer instances of self-reported pain. “Whether you’re dealing with the common cold or Stage 4 pancreatic cancer, you want a doctor who will rush through your appointment, cut you off before you finish describing your symptoms, and then scribble something on your chart as they walk out of the room. Physicians who showed an empathetic bedside manner had poorer outcomes overall compared to those who are complete pricks. In some cases, being a fucking huge cock is literally the difference between life and death.” The study also confirmed that patients are less likely to abuse pain medications when an eye-rolling nurse curtly tells them to suck it up because it doesn’t hurt that bad."
14-Hour Labor Not Exactly Cakewalk For Baby Sticking Halfway Out Mother’s Vagina Either,News in Brief,2018-10-25T10:33:00-05:00,"TULSA, OK—Describing the experience as “no fucking picnic,” an as-yet-unnamed newborn protruding halfway out of his mother’s vagina confirmed Thursday that the 14-hour labor experience had not exactly been a cakewalk for him, either. “Just so we’re clear, this sucks for me, too. I would love to get someone to wipe the mucus out of my eyes. Or maybe some ice chips?” said the 7-pound, 4-ounce infant, who felt his cries for assistance had gone completely unnoticed by the nearby team of doctors working to improve conditions for his mother while he was jammed inside a hot, cramped birth canal all goddamn day. “If anything, this whole labor thing is way worse for me, because at least she gets to be pumped full of drugs and she isn’t dangling face-first out of her mother’s cervix. Let’s just say, I can think of better ways to spend my day that don’t include having the shape of my head changed by someone’s reproductive tract. Unbelievable.” At press time, the baby had rolled its newly opened eyes in disbelief for the first time ever upon overhearing his father tell his basically unconscious mother that she was doing “an amazing job.”"
Child Clinging To Daddy’s Leg Like It’s Helicopter Evacuating Saigon,News In Photos,2018-10-25T10:01:00-05:00,Advertisement
Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion,News in Brief,2018-10-24T15:39:00-05:00,"SPRINGFIELD, IL—Saying he wished the former presidential candidate would “shut up and go away for once,” area man Justin Irsay told reporters Wednesday that he “just knows Hillary Clinton is going to have an opinion” on not dying in a pipe-bomb explosion. “Oh God, she’s going to be out there spouting some comments and making this all about her,” said Irsay, growing increasingly agitated as he imagined Clinton’s likely response to the homemade explosive device mailed to her home and addressed to her personally. “She can’t let anything go. The election was two years ago, for christsakes! It’s like, ‘Hey, Hillary—you lost. Can you get off my TV now?’ Jesus.” Irsay went on to state that dwelling on serial pipe bombings all the time would likely cost Democrats the 2020 election."
"Christie’s Auctions Off Stephen Hawking’s Wheelchair, Thesis Paper",American Voices,2018-10-24T12:09:00-05:00,"Christie’s, a global auctioneer headquartered in London, is selling several of Stephen Hawking’s personal effects, including his dissertation, thesis, and iconic wheelchair for $12,600 in an auction to benefit his foundation for preventing motor neuron diseases. What do you think? "
Election-Crazed ‘New York Times’ Expands Poll Coverage To 18.5 Million More Races In 371 Additional States,News in Brief,2018-10-24T11:06:00-05:00,"NEW YORK—Touting its mission to advance the interests of democracy by keeping Americans informed ahead of the Nov. 6 vote, an election-crazed New York Times announced Tuesday an expansion of its poll coverage to 18.5 million more races in 371 additional states. “We’re proud to say we’ve dispatched teams of reporters to cover the gubernatorial races in hundreds of previously neglected and/or nonexistent regions of the United States, in addition to commissioning in-depth profiles of leaders from seven new political parties,” said Times executive editor Dean Baquet, wild-eyed and salivating as he explained that the paper’s efforts would soon result in detailed, illuminating coverage from local races in Southeast Carolina, Arkavania, Nevadlaska, and New Iowa. “We’re closely watching more than 90 states that are traditionally purple but have a strong chance of going either lime green or silver, depending on how the swing votes shake out. It’s really going to come down to voter turnout, since there are currently more than 800,000 races in a statistical dead heat. Covering them all is a lot of work, but it’s how we ensure Americans will know exactly what to expect on Election Day.” The visibly frenzied Baquet went on to explain that his newspaper would also embark on a series of long-form interviews with 900 billion white working-class Americans who previously voted for Trump."
Elon Musk To Open First High-Speed Test Tunnel On December 10,American Voices,2018-10-24T16:16:00-05:00,"Elon Musk’s Boring Company announced that it will open a proof-of-concept high-speed tunnel beneath Los Angeles on Dec. 10 and offer free rides to visitors on the following day, teasing the potential future of transportation. What do you think?"
Man On Bus Can Tell By Surroundings He Either Hasn’t Reached Stop Yet Or Passed Stop Long Time Ago ,News in Brief,2018-10-24T12:06:00-05:00,"BOSTON—Surveying the unfamiliar terrain in which he found himself, bus passenger Aaron Coleman deduced by his surroundings Wednesday that he had either not yet reached his desired stop or passed his stop a long time ago. “I must’ve spaced out during this part of my trip, because none of this looks quite right. Either I have to wait it out for a little bit longer or I’m already way too far gone,” said Coleman, 31, who recognized some distant buildings through the window, but wasn’t sure if they were coming closer or moving farther away than was optimal. “Maybe if I hop off now, I’ll be close enough to walk. Then again, I’d feel pretty dumb if I’m only a few stops away from home.” At press time, Coleman had resolved to ride another 40 minutes until the bus reached its last stop. "
"Mega Millions Winner Announces Plans To Lose Touch With Who They Really Are, Become Lost In Soulless, Gilded Catacombs Of Sudden Unearned Wealth",News In Photos,2018-10-24T11:36:00-05:00,Advertisement
Thrill-Seeker Microwaves Pot Pie Without Slitting Crust,News In Photos,2018-10-24T10:06:00-05:00,Advertisement
"Melania Wishes Just Once She Could Look In Mirror Without Own Reflection Turning Away, Gust Of Wind Blowing Through Room, Doors Slamming Shut",News in Brief,2018-10-24T11:56:00-05:00,"WASHINGTON—Letting out a deep sigh while peering at the polished metal surface, Melania Trump confessed Wednesday that she wished she could look in the mirror just once without her own reflection turning away, a gust of wind blowing through the window, and every nearby door slamming shut. “All I want is to be able to check my makeup without awakening an ancient evil, causing the floorboards to shake and glasses of water to freeze solid,” said the first lady, lamenting the fact that since moving into the White House, she had constantly been faced with a barrage of demonic whispers coming from within the walls and a swarm of locusts that seemed to appear out of thin air. “Just the other day, I saw myself in a windowpane, and the sky immediately turned blood-red, several birds fell from the sky, and my reflection turned into a skeleton. It’s just so irritating—48 hours later and my ears still haven’t stopped ringing.” At press time, the first lady was nowhere to be found after she reportedly looked into a mirror, saw a fiery portal open up behind her, and was sucked in with a deafening scream."
Arctic Scientists Discover Perfectly Preserved Al Gore Frozen In Glacier,News In Photos,2018-10-23T14:15:00-05:00,Advertisement
42% Of New Cancer Patients Lose Their Life Savings,American Voices,2018-10-25T11:57:00-05:00,A recent study found that 42 percent of cancer patients diagnosed between 2002 and 2012 lost their life savings and 62 percent reported being in debt due to their treatment. What do you think? 
Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive,News in Brief,2018-10-24T12:53:00-05:00,"WASHINGTON—Following reports that incendiary devices had been sent to Hillary Clinton, Barack Obama, and George Soros, Senate Minority Leader Chuck Schumer expressed relief Wednesday that he has never taken a stance meaningful enough to inspire someone to mail him an explosive. “Phew, this is where constantly equivocating and avoiding any issue that’s even remotely controversial really pays off,” said Schumer (D-NY), adding that he was thankful his persistent lack of political courage had all but guaranteed no one would ever be angry enough with him to “do something crazy or violent.” “I really dodged a bullet there! Hopefully if I just keep my head down and stay focused on tacitly supporting the status quo, I’ll keep out of the line of fire.” At press time, Schumer had issued a tepid statement urging Americans to consider all sides in the matter."
Heart And Soulless,Editorial Cartoon,2018-10-25T10:49:00-05:00,Advertisement
Poll Finds Americans Still Fiercely Divided Along Charlotte Brontë–Emily Brontë Lines,News in Brief,2018-10-24T14:29:00-05:00,"EVANSTON, IL—In yet another example of the increasingly polarized cultural landscape, a new poll released Wednesday by Northwestern University found that Americans continue to be fiercely divided along Charlotte Brontë–Emily Brontë lines. “Emily still has a strong base in the heartland, but attributing her support to geography alone is an oversimplification,” said polling expert Molly Duffy, who explained that age especially now plays an important factor in Brontë identification with younger generations preferring Jane Eyre author Charlotte Brontë by a two-to-one margin. “We are also seeing Emily struggle in urban areas where people don’t seem to appreciate the ‘dog whistle’ of an affable character like Heathcliff returning from the city consumed by greed and spite. Then again, some progressives remain uncomfortable with Charlotte’s handling of mental illness via attic incarceration. It’s very much a mixed bag.” At press time, researchers confirmed that the least surprising result of the poll was that the majority of Maine’s population strongly preferred Anne."
Most Popular Halloween Costumes Of 2018,,,
Saudi Operative Mortified After Surveillance Footage Reveals He Wore Same Outfit As Khashoggi,News in Brief,2018-10-22T14:53:00-05:00,"ISTANBUL—Saying he would “never live down” the faux pas, a Saudi operative confirmed Monday that he was mortified after seeing surveillance footage that revealed he recently wore the exact same outfit as murdered journalist Jamal Khashoggi. “Oh, man, this is so embarrassing. I spent a lot of time putting that outfit together, and he shows up in the exact same one. What are the odds?” said Mustafa al-Madani, exasperated by the video proof confirming that he was the only member of his 15-person Saudi death squad who had the bad fortune to wear the same button-up shirt, dark pants, and blazer as their target. “I don’t know how I can look the rest of the assassins in the face again after this—they’re going to be giving me shit about this during every extrajudicial killing. And even worse, now it’s going to be plastered on every damn website so complete strangers can determine who wore it best. I guess I’ll be burying this stuff in the back of the closet. Such a tragic waste of a very flattering ensemble.” At press time, al-Madani became even more distraught after realizing the footage also proved Khashoggi had the exact same glasses and haircut as him. "
Video Footage Shows Khashoggi Body Double Exiting Consulate,American Voices,2018-10-23T14:11:00-05:00,"Newly released surveillance footage shows a man wearing murdered Saudi journalist Jamal Khashoggi’s clothes on the day he entered Saudi Arabia’s consulate, adding evidence to the details of the Saudi cover-up operation. What do you think?"
Trump Announces He’ll Pay Legal Fees Of Any Rally Attendee Who Beats Up Ted Cruz,News in Brief,2018-10-22T18:55:00-05:00,"HOUSTON—In an effort to whip up excitement at an event for the Texas senator’s reelection campaign, President Donald Trump announced to the rally crowd Monday that he would pay the legal fees of any attendee who beats up Ted Cruz. “I promise you this, folks—if anybody here knocks the crap out of Ted Cruz, I will pay whatever it costs,” said Trump to raucous cheering from the Toyota Center audience as he demonstrated several moves, including a body slam, a chokehold, and an uppercut punch, that a supporter could use on the one-term senator. “I mean, just look this guy. That’s a real bad dude, folks, and he’s just asking for it. We don’t want this kind of guy here at this rally, believe me. Six figures, seven figures—I don’t care how much. I’ll pay for it. If you want to take a swing at him right now, be my guest.” At press time, Cruz had announced he would match the legal fees Trump donated to anyone who punched him in the face. "
Man Does Incredibly Well At Slot Machine Demo Embedded In Ad,News in Brief,2018-10-23T11:51:00-05:00,"LAMAR, OK—Without ever diverting his eyes from the tiny blinking window in the right margin of the website he initially came to 20 minutes ago, local man Jack Calderon told reporters Tuesday he’s doing really well at the slot machine demo embedded in the ad in the corner of his computer screen. “I’m just getting jackpot after jackpot. What is this, 17 times in a row? I have work to do, but I obviously can’t quit now,” said Calderon, adding that he was nervous about jinxing his hot streak. “After those first three sevens, I thought, ‘If I lose now, that’s fine,’ because I gave it my all and I played well. But I’d be lying if I said I wasn’t stoked when I got three sevens for a second, third, and fourth time. Getting three bananas after that was just the cherry on top.” At press time, Calderon confirmed that he was “on such a roll” that he had decided to quit his job. "
Area Man Thankful To Be Single During Golden Age Of Television,News in Brief,2018-10-22T10:35:00-05:00,"KENT, WA—Noting that there’s simply not room in his life for both a serious commitment and the numerous serialized dramas he’s currently watching, local man Rob Anaya told reporters he’s thankful to be single during the golden age of television. “Things have just been going so well recently with Man In The High Castle and Handmaid’s Tale, I would never want to put all that on hold for a girlfriend,” said Anaya, explaining that, with Netflix having just renewed gritty crime drama Ozark for a third season, this was the ideal time for him to be unattached. “God, can you imagine if I were on a date right now instead of spending another night watching Better Call Saul alone in my room? I mean, I just got an HBO Go subscription to rewatch all-time classic prestige dramas Six Feet Under and The Sopranos, not to mention that new episodes of High Maintenance, Game Of Thrones, and Insecure are just around the corner. I’m just so grateful I don’t have a devoted significant other jeopardizing that.” At press time, Anaya was discussing the latest episode of The Good Place with his coworkers, each of whom manages to watch the show every week with their spouse."
"Your Horoscopes — Week Of October 23, 2018",Horoscopes,2018-10-23T09:38:00-05:00,Your tireless quest for better aerodynamics goes horribly awry when you sand three of your friends to death.
"Study Finds Placing One Foot Forward, Then The Other, Remains Best Method Of Walking",News in Brief,2018-10-22T09:52:00-05:00,"ITHACA, NY—Confirming long-held suspicions surrounding bipedal commuting, researchers at Cornell University published a study Monday that found stepping forward with one foot, followed by taking the subsequent step with the other foot and then repeating the sequence as necessary, remains the best method of walking by a large margin. “Our findings show that 99.9 percent of respondents strongly preferred putting one foot forward, usually but not necessarily while moving an opposing arm in conjunction, compared to other methods such as moving both feet forward at once, moving only a single foot forward indefinitely while the other is dragged behind, or taking a series of three quick hops before jumping in the air and spinning completely around while clicking their heels together,” said lead researcher Dr. Hirokazu Miyazaki of the department of biomedical engineering, who used motion-tracking sensors to monitor the gait structures and motive rhythms of more than 1,400 participants during the course of the 18-year, $26.5 million study. “While techniques such as dragging your knuckles on the ground and effecting a sort of mild gallop will certainly take a person from point A to point B, our research proves all such alternative methods are far less efficient than the conventional approach of placing one foot in front of the other.” In a related report, researchers at Marquette University have found that closing one’s eyes and then quickly reopening them remains the most effective method of blinking."
Uber Hires Marketing Firm To Help Decrease Brand Awareness,News in Brief,2018-10-23T11:11:00-05:00,"SAN FRANCISCO—In an effort to simultaneously improve and diminish public perception of the ride-sharing company, Uber announced the hiring of a top marketing and consulting firm Tuesday to help decrease awareness of their brand. “We’re poised on the cusp of a major IPO, so the last thing we need is our remarkably troubled name on people’s lips. By working with some of the world’s sharpest marketing minds, we’re confident we can make people less aware of our business practices, disappear from the news cycle, and completely tamp down on word of mouth,” said Uber CEO Dara Khosrowshahi in what industry observers say may have been a counterproductive public statement. “We want people to forget the all-too-frequent reports about our company’s corrosive culture and predatory business practices, so we’ve pulled all of our active ad campaigns and asked that our drivers remove the Uber medallion from their windshields. But that’s just the tip of the iceberg. Remember this: Our goal is to effectively eliminate all awareness of the fact that we even exist, and you can quote me on that.” The marketing firm, which is said to be a top-five East Coast agency but is taking great pains not to be identified, has already redesigned Uber’s logo to feature a completely blank space."
Ted Cruz Stuck In Nosebleed Seats At Senate Campaign Rally,News in Brief,2018-10-22T18:25:00-05:00,"HOUSTON—Straining to hear President Trump speak from his vantage point high in the rafters of the Toyota Center, Sen. Ted Cruz (R-TX) reportedly complained Monday after being stuck in the nosebleed seats at his campaign rally. “C’mon, I can barely make out what Trump’s talking about,” said Cruz, leaning forward in his seat in section 417 to better see whether the president’s rally appearance in support of him was going well or not. “I think that little speck next to him on the stage is my wife and kids? But back here, who knows? God, I just hope they’re saying good things about me.” At press time, Cruz was spotted being escorted out of the venue by security after attempting to move to a better seat midway through the rally."
Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest,News in Brief,2018-10-23T11:53:00-05:00,"WASHINGTON—Explaining that they needed time to properly inform the public about instances in which the commander in chief had knowingly made false claims, the nation’s fact-checkers confirmed Tuesday that they’ll probably wrap up evaluating President Trump’s statements by 2050 at the latest. “As we’ve seen numerous times, the president has a tendency to stretch the veracity of objective fact, but we’re confident that we’ll have finished fully assessing the truthfulness of his claims within the next several decades,” said PolitiFact researcher Gregory Wu, stressing that the country’s fact-checkers wanted to take their time and thoroughly vet all declarations made by the president in order to ensure that they could compile a complete list of corrections within the next half century. “We’re working around the clock, which is why we’re currently on pace to finish fact-checking everything President Trump said during his first 100 days in office by the late 2020s. It’s crucial for us to carefully examine every word and phrase in order to determine whether the president is deliberately lying and using false information, or whether he simply misspoke or was taken out of context. By 2050, we expect to have fact-checked every one of President Trump’s public statements, interviews, state speeches, and extemporaneous remarks so that American voters can make an informed decision about the president’s relationship with the truth.” At press time, a new speech at a campaign rally by Trump had forced the fact-checkers to push back their deadline to 2075."
Tips For Dating After #MeToo,,,
Greenhouse Gas Emissions Declined 3% Under Trump,American Voices,2018-10-22T15:25:00-05:00,"An EPA report found that harmful greenhouses gas emissions declined during President Trump’s first year in office due to the cheaper cost of natural gas, although critics say they may rise again due to market forces and changed emissions regulations. What do you think?"
Susan G. Komen President Achieves Total Breast Cancer Awareness During 3-Day Ayahuasca Retreat,News in Brief,2018-10-22T15:28:00-05:00,"UCAYALI REGION, PERU—Entering an altered state of consciousness after sipping from a sacred bowl containing the entheogenic brew prepared by a Shipibo shaman, Susan G. Komen president Ellen Willmott achieved total breast cancer awareness Monday during a three-day ayahuasca retreat. “I see it all before me now, why, everything is pink,” said Willmott, sitting cross-legged in a wooden hut, explaining how she saw all of the statistics, risk factors, and early screening methods dancing before her like stars in a cosmic symphony, separate yet all one. “The breakthroughs in immunotherapy treatment, the struggles that still face survivors, I see it all in an endlessly refracting field, spreading across space and time. I have reached a higher plane where breast cancer awareness is everywhere, it’s everything—even I am breast cancer awareness, yes, I feel it flow through every fiber of my being.” After Willmott came down from her trip, she told reporters that she also saw the cure, but it slipped from her mind while she was on all fours vomiting."
104-Year-Old Reveals Secret To Long Life Being Cursed By Witch To Wander Earth Eternally,News in Brief,2018-10-22T14:12:00-05:00,"KENNER, LA—Sharing the key factor that had the greatest impact on his durability, 104-year-old Wallace Skinner revealed Monday that the secret to long life was being cursed by a witch to eternally wander the Earth. “I do the crossword every morning, I have a glass of scotch with dinner every night, and in 1937, an enchantress damned me with wretched immortality,” said Skinner, who credited his longevity to a chance encounter 81 years ago when he scolded and pushed an old beggar woman out of his way, only for her to reveal herself as a beautiful sorceress and punish his cruelty by casting a spell that allows him to age as normal but never die. “I do try to eat healthy, but most food turns to ash the instant it crosses my lips. I also walk a lot, but that’s mostly to escape the ever-present torment of seeing generations of loved ones pass on to the next life while I’m trapped here in perpetuity.” The cursed centenarian added that he has no regrets, but that if he could do it all over again, he probably would have been nicer to that witch."
Voter Turnout Could Hit 50-Year High For Midterm Elections,American Voices,2018-10-22T10:04:00-05:00,"Based on self-reported voter enthusiasm and high primary turnout, pollsters are predicting a 50-year record of turnout for midterms this year, with over 50 percent of eligible voters likely to participate. What do you think?"
Mueller Ready To Deliver Major Parts Of Findings After Midterms,American Voices,2018-10-20T12:36:00-05:00,"Special Counsel Robert Mueller is expected to issue findings on core aspects of his Russia probe soon after the midterm elections, including addressing questions of collusion and obstruction of justice. What do you think?"
"The Week In Pictures – Week Of October 22, 2018",Slideshow,2018-10-22T00:01:00-05:00,Advertisement
Report Finds More Than 2 Million U.S. Middle Schoolers And High Schoolers Have Vaped Marijuana,American Voices,2018-10-23T11:24:00-05:00,A new report from the CDC revealed that more than 2 million middle and high school students have used an e-cigarette to vape marijuana. What do you think?
